,code,course name,EOS,Mid,test
183,CR370,Agri-Biosciences,368.0,423.0,no
184,CR400,Accounting,315.0,423.0,no
185,CR420,Marketing,290.0,357.0,no
186,CR425,International Business with Language,279.0,419.0,no
187,CR430,Sport and Exercise Management,402.0,434.0,no
188,CR440,Montessori Education,408.0,431.0,no
189,CR500,Engineering (Common Entry),475.0,499.0,no
190,CR510,Sustainable Energy Engineering,320.0,393.0,no
191,CR520,Biomedical Engineering,444.0,498.0,no
192,CR560,Architectural Technology,375.0,436.0,no
193,CR565,Interior Architecture,431.0,465.0,no
194,CR570,Quantity Surveying,375.0,429.0,no
195,CR572,Construction Management,300.0,349.0,no
196,CR580,Electrical Engineering,342.0,401.0,no
197,CR590,Electronic Engineering,329.0,409.0,no
198,CR600,Visual Communications at CIT Crawford College of Art and Design,280.0,510.0,yes
204,CR660,Tourism Management,246.0,328.0,no
205,CR700,Theatre and Drama Studies at CIT Cork School of Music,609.0,894.0,yes
208,CR930,Home Economics and Business,510.0,542.0,no
209,CK101,Arts - 3 years,300.0,400.0,no
210,CK102,Social Science,420.0,462.0,no
211,CK104,Arts with Music - 3 or 4 years (BMus or Chinese/European/Int`l Pathway),339.0,485.0,yes
212,CK105,Film and Screen Media - 3 years or 4 years (International Pathway),420.0,488.0,no
213,CK107,Geographical and Archaeological Sciences - 3 or 4 years (Int`l Pathway),312.0,425.0,no
214,CK108,Arts International - 4 years,440.0,487.0,no
215,CK109,English - 3 years or 4 years (International Pathway),352.0,462.0,no
216,CK110,World Languages,488.0,522.0,no
217,CK111,Early Years and Childhood Studies,378.0,445.0,no
218,CK112,Theatre and Performative Practices - 3 or 4 years (Int`l Pathway),371.0,533.0,yes
219,CK113,Criminology - 3 years or 4 years (International Pathway),456.0,486.0,no
220,CK114,Social Science (Youth and Community Work),0.0,0.0,yes
221,CK115,Social Work - Mature Applicants only,0.0,0.0,no
222,CK118,Digital Humanities and IT - 3 or 4 years (Work Exper. or Int`l Pathway),339.0,444.0,no
223,CK120,Applied Psychology,543.0,555.0,no
224,CK121,Psychology and Computing - 3 or 4 years (Work Experience Pathway),478.0,522.0,no
225,CK122,Government and Political Science,397.0,465.0,no
226,CK123,Anthropology,308.0,429.0,no
227,CK124,Education - Gaeilge,473.0,522.0,no
228,CK125,Sports Studies and Physical Education,555.0,589.0,no
229,CK201,Commerce,499.0,532.0,no
230,CK202,Accounting,532.0,566.0,no
231,CK203,Business Information Systems,445.0,490.0,no
232,CK204,Finance,566.0,601.0,no
233,CK205,Commerce (International) with French,462.0,522.0,no
234,CK206,Commerce (International) with German,455.0,521.0,no
235,CK207,Commerce (International) with Italian,418.0,441.0,no
236,CK208,Commerce (International) with Hispanic Studies,477.0,528.0,no
237,CK209,Commerce (International) with Irish,507.0,534.0,no
238,CK211,Commerce (International) with Chinese Studies,385.0,477.0,no
239,CK212,Economics (through Transformational Learning) 3 or 4 years Int`l Pathway,431.0,474.0,no
240,CK213,Food Marketing and Entrepreneurship,466.0,498.0,no
241,CK214,International Development,332.0,451.0,no
242,CK301,Law (Pathways) -  3 or 4 years,532.0,556.0,no
243,CK302,Law and French,545.0,564.0,no
244,CK304,Law and Irish,588.0,601.0,no
245,CK307,Law and Business,589.0,601.0,no
246,CK401,Computer Science,488.0,531.0,no
247,CK402,Biological and Chemical Sciences,554.0,577.0,no
248,CK404,"Biological, Earth and Environmental Sciences",487.0,521.0,no
249,CK405,Genetics,533.0,554.0,no
250,CK406,Chemical Sciences,532.0,554.0,no
251,CK407,Mathematical Sciences,566.0,601.0,no
252,CK408,Physics and Astrophysics,555.0,601.0,no
253,CK409,Industrial Physics - Offered jointly by UCC and CIT,465.0,509.0,no
254,CK411,Data Science and Analytics,531.0,577.0,no
255,CK412,Agricultural Science,506.0,544.0,no
256,CK504,Nutritional Sciences,544.0,566.0,no
257,CK505,Food Science,463.0,489.0,no
258,CK600,Engineering,499.0,555.0,no
259,CK606,Architecture - Offered jointly by UCC and CIT,543.0,565.0,no
260,CK701,Medicine (Undergraduate Entry - HPAT required),737.0,743.0,yes
261,CK702,Dentistry,625.0,625.0,no
262,CK703,Pharmacy,613.0,625.0,no
263,CK704,Occupational Therapy,590.0,602.0,no
264,CK705,Speech and Language Therapy,566.0,589.0,no
265,CK706,Public Health Sciences,500.0,532.0,no
266,CK707,Medical and Health Sciences,578.0,601.0,no
267,CK710,General Nursing,495.0,519.0,no
268,CK712,Children`s and General Nursing (Integrated),565.0,578.0,no
269,CK720,Mental Health Nursing,452.0,467.0,no
270,CK730,Intellectual Disability Nursing,429.0,451.0,no
271,CK740,Midwifery,509.0,543.0,no
272,CK791,Medicine  - Graduate Entry (GAMSAT required),60.0,61.0,yes
273,AC120,International Business,294.0,352.0,no
274,AC137,Liberal Arts,270.0,334.0,no
275,CT125,Computing and IT,242.0,334.0,no
276,CT325,Business,253.0,337.0,no
277,CM001,Education - Primary Teaching,508.0,518.0,no
278,CM002,Education - Primary Teaching - Gaeltacht Applicants,462.0,506.0,yes
279,CM003,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge,513.0,546.0,yes
280,CM004,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge (daltaí Gaeltachta),480.0,618.0,yes
281,CM010,Education Studies,327.0,440.0,no
282,CM020,Early Childhood Education,317.0,377.0,no
286,DB500,Computing,204.0,333.0,no
287,DB501,Computing (Cloud Computing),178.0,309.0,no
288,DB502,Computing (Data Analytics and Big Data),233.0,351.0,no
289,DB503,Computing (Software Development),0.0,0.0,no
290,DB504,Computing (Web and Mobile Technology),0.0,0.0,no
291,DB510,Audio Production and Music Project Management,217.0,317.0,no
292,DB512,Business Studies,210.0,347.0,no
293,DB514,Business Studies (Law),225.0,346.0,no
294,DB515,Business Studies (Human Resource Management),217.0,318.0,no
295,DB517,Marketing (Event Management),225.0,336.0,no
296,DB518,Marketing (Digital Media),209.0,354.0,no
297,DB521,Accounting and Finance,228.0,379.0,no
298,DB524,Business (Information Systems),239.0,327.0,no
299,DB525,Marketing (Digital Media and Cloud Computing),288.0,337.0,no
300,DB526,Business (Cloud Computing),244.0,327.0,no
301,DB527,Applied Social Care,219.0,308.0,no
303,DB531,Marketing,176.0,368.0,no
305,DB562,Psychology,233.0,342.0,no
307,DB566,Social Science,228.0,319.0,no
308,DB567,Film and Creative Media,213.0,298.0,no
309,DB568,Law,228.0,347.0,no
310,DB569,Business (Psychology),240.0,338.0,no
316,DC001,Education - Early Childhood Education,445.0,474.0,no
317,DC002,Education - Primary Teaching,518.0,543.0,no
318,DC003,Education - Primary Teaching - Gaeltacht Applicants,496.0,509.0,yes
319,DC004,Education - Primary Teaching (Church of Ireland Centre formerly CICE),451.0,0.0,yes
320,DC009,Arts (Joint Honours) - Humanities,356.0,431.0,no
321,DC010,Post Primary Teacher Education - Religious Education and English,384.0,441.0,no
322,DC011,Post Primary Teacher Education - Religious Education and History,409.0,455.0,no
323,DC012,Post Primary Teacher Education - Religious Education and Music,409.0,451.0,yes
324,DC013,Post Primary Teacher Ed - Gaeilge with French/German/Spanish,413.0,510.0,no
325,DC014,BA in Jazz and Contemporary Music Performance (audition),311.0,634.0,yes
326,DC110,Business Studies International,498.0,526.0,yes
327,DC111,Business Studies,511.0,532.0,no
328,DC112,Global Business (France),542.0,564.0,no
329,DC113,Global Business (Germany),484.0,529.0,no
330,DC114,Global Business (Spain),544.0,562.0,no
331,DC115,Accounting and Finance,544.0,578.0,no
332,DC116,Global Business (USA),613.0,625.0,no
333,DC117,Aviation Management / Aviation Management with Pilot Studies,484.0,520.0,no
334,DC118,Gnó agus Gaeilge / Business and Irish,368.0,419.0,no
335,DC119,Global Business (Canada),601.0,601.0,no
336,DC120,Computing for Business,402.0,440.0,no
337,DC121,Computer Science,476.0,498.0,no
338,DC123,Data Science,501.0,542.0,no
339,DC126,Actuarial Mathematics,577.0,601.0,no
340,DC127,Common Entry into Actuarial and Financial Mathematics,541.0,566.0,no
341,DC131,Communication Studies,421.0,479.0,no
342,DC132,Journalism,452.0,487.0,no
343,DC133,Multimedia,435.0,473.0,no
344,DC155,Applied Language and Translation Studies,431.0,476.0,no
345,DC161,Analytical Science,498.0,521.0,no
346,DC162,Chemical and Pharmaceutical Sciences,532.0,543.0,no
347,DC163,Chemical Sciences General Entry (Undenominated Entry),466.0,510.0,no
348,DC166,Environmental Science and Technology,423.0,466.0,no
349,DC168,Genetics and Cell Biology,543.0,555.0,no
350,DC175,Physics General Entry (options),400.0,479.0,no
351,DC180,Biological Sciences General Entry (Undenominated Entry),530.0,543.0,no
352,DC181,Biotechnology,530.0,544.0,no
353,DC190,Electronic and Computer Engineering (with choice of four majors),488.0,532.0,no
354,DC193,Mechatronic Engineering,490.0,532.0,no
355,DC194,Sustainable Systems and Energy,488.0,509.0,no
356,DC195,Mechanical and Manufacturing Engineering,500.0,521.0,no
357,DC197,Biomedical Engineering,510.0,543.0,no
358,DC200,Common Entry into Engineering (Undenominated Entry),510.0,543.0,no
359,DC202,Sport Science and Health,511.0,532.0,no
360,DC203,Science Education,462.0,509.0,no
361,DC204,Athletic Therapy and Training,558.0,578.0,no
362,DC205,Physical Education with Biology,565.0,578.0,no
363,DC206,Physical Education with Mathematics,521.0,544.0,no
364,DC207,Psychology and Mathematics,521.0,543.0,no
365,DC208,Psychology,565.0,577.0,no
366,DC209,Health and Society,477.0,509.0,no
367,DC210,Psychology and Disruptive Technologies,506.0,532.0,no
368,DC215,General Nursing,456.0,485.0,no
369,DC216,Mental Health Nursing,420.0,440.0,no
370,DC217,Intellectual Disability Nursing,382.0,402.0,no
371,DC218,Children`s and General Nursing (Integrated),521.0,554.0,no
372,DC230,"Economics, Politics and Law",431.0,468.0,no
373,DC231,International Relations,399.0,458.0,no
374,DC232,Law and Society (BCL),469.0,511.0,no
375,DC235,Education and Training - Daytime and Flexible Delivery Mode (full-time),302.0,370.0,no
376,DC238,Social Sciences and Cultural Innovation,387.0,440.0,no
377,DC240,"Marketing, Innovation and Technology",499.0,532.0,no
378,DC241,Digital Business and Innovation,509.0,533.0,no
379,DC291,Arts (Joint Honours) - Media Studies,350.0,440.0,no
380,DC292,Arts (Joint Honours) - Law,400.0,440.0,no
381,DC293,Arts (Joint Honours) - International Languages,379.0,467.0,no
382,DC294,Climate and Environmental Sustainability,475.0,489.0,no
383,DC295,Arts (Joint Honours) - Politics,349.0,409.0,no
385,DL822,Arts Management,254.0,356.0,no
386,DL823,Business Management,220.0,318.0,no
387,DL825,Applied Psychology,413.0,462.0,no
388,DL826,Graphic Design,591.0,824.0,yes
389,DL827,Art,574.0,906.0,yes
390,DL832,Animation,989.0,1098.0,yes
391,DL833,Photography and Visual Media,665.0,877.0,yes
392,DL836,Creative Computing,235.0,339.0,no
393,DL837,New Media Studies,293.0,359.0,no
394,DL838,Creative Music Production,713.0,979.0,yes
395,DL839,Interaction and User Experience Design,757.0,1087.0,yes
396,DL840,Digital Marketing,210.0,347.0,no
397,DL841,English and Equality Studies,277.0,357.0,no
398,DL843,Film,874.0,1000.0,yes
399,DL844,Television,566.0,947.0,yes
400,DL845,Design for Film (degree options),630.0,900.0,yes
401,GC200,Business,242.0,377.0,no
402,GC201,Accounting and Finance,226.0,270.0,no
403,GC230,Computing Science,289.0,351.0,no
404,GC250,Communications and Media Production,0.0,0.0,no
405,GC300,Business,264.0,377.0,no
406,GC301,Accounting and Finance,251.0,251.0,no
407,GC302,Business - HRM,329.0,377.0,no
408,GC307,Business (Marketing),270.0,289.0,no
410,GC400,Business,228.0,318.0,no
411,GC401,Accounting and Finance,242.0,337.0,no
412,GC402,Business (HRM),0.0,0.0,no
413,GC403,Law,242.0,319.0,no
414,GC407,Business (Marketing),176.0,318.0,no
417,GC430,Computing Science,251.0,325.0,no
419,GC450,Communications and Media Production,225.0,321.0,no
421,GC462,Design Communication (portfolio),300.0,300.0,yes
426,GC489,Interior Architecture (portfolio),274.0,429.0,yes
428,GC494,Fashion Design (portfolio),309.0,588.0,yes
430,BY001,Business,210.0,323.0,no
432,ID001,Accounting and Finance,0.0,0.0,no
433,ID002,Business Studies,273.0,340.0,no
434,AD101,"First Year Art and Design (Common Entry,portfolio)",554.0,604.0,yes
435,AD102,Graphic Design and Moving Image Design (portfolio),538.0,625.0,yes
436,AD103,Textile and Surface Design and Jewellery and Objects (portfolio),505.0,581.0,yes
437,AD202,"Education and Design or Fine Art (Second Level Teaching,portfolio))",591.0,620.0,yes
438,AD204,Fine Art (portfolio),514.0,583.0,yes
439,AD211,Fashion Design (portfolio),679.0,679.0,yes
440,AD212,Product Design (portfolio),413.0,569.0,yes
441,AD215,Visual Culture,300.0,380.0,no
442,AD217,Illustration (portfolio),738.0,0.0,yes
443,AD222,Interaction Design (portfolio),444.0,488.0,yes
444,NC003,Computing (Degree Award options),271.0,334.0,no
445,NC005,Human Resource Management,301.0,360.0,no
446,NC009,Business,300.0,371.0,no
447,NC010,Psychology,420.0,465.0,no
448,NC020,Marketing Practice,270.0,329.0,no
449,NC022,Accounting and Finance,330.0,390.0,no
450,NC023,Technology Management (with specialisations),266.0,356.0,no
451,NC030,Early Childhood Education and Care,251.0,308.0,no
455,RC001,Medicine - Undergraduate Entry (HPAT required),740.0,741.0,yes
456,RC004,Physiotherapy,589.0,589.0,no
457,RC005,Pharmacy,602.0,613.0,no
458,RC101,Medicine - Graduate Entry (GAMSAT required),62.0,66.0,yes
460,NM801,Montessori Education,262.0,320.0,no
461,NM802,Psychology,228.0,338.0,no
528,TU801,Sustainable Energy Engineering,235.0,329.0,no
529,TU802,Electrical Services and Energy Management,290.0,359.0,no
530,TU804,Engineering (Common Entry with Award options),270.0,361.0,no
531,TU805,Engineering (General Entry),465.0,499.0,no
532,TU807,Computer Engineering in Mobile Systems,274.0,339.0,no
533,TU810,Mechatronic Engineering,271.0,399.0,no
534,TU811,Product Design,434.0,479.0,no
535,TU812,"Design,Technology and Innovation",278.0,335.0,no
536,TU814,Sustainable Transport Management,253.0,349.0,no
537,TU828,Mechanical Engineering (General Entry),300.0,386.0,no
538,TU829,Electronic Engineering (General Entry),243.0,354.0,no
539,TU831,Architectural Technology,423.0,455.0,no
540,TU832,Architecture (Suitability Test and Interview),638.0,682.0,yes
541,TU833,Construction Management,396.0,429.0,no
542,TU834,Geographic Science,315.0,370.0,no
543,TU835,Planning and Environmental Management,330.0,393.0,no
544,TU836,Property Economics (Valuation Surveying),411.0,444.0,no
545,TU837,Quantity Surveying and Construction Economics,413.0,455.0,no
546,TU838,Sustainable Timber Technology,271.0,385.0,no
547,TU851,"Analytical Chemistry (Environmental, Forensic and Pharmaceutical)",400.0,464.0,no
548,TU852,Chemical Sciences with Medicinal Chemistry,477.0,499.0,no
549,TU854,Science (General Entry),510.0,532.0,no
550,TU855,Science with Nanotechnology,322.0,382.0,no
551,TU856,Computer Science,499.0,531.0,no
552,TU857,Computer Science (Infrastructure),403.0,443.0,no
553,TU858,Computer Science (International),395.0,444.0,no
554,TU859,Computing,251.0,336.0,no
555,TU860,Computing (Information Technology),270.0,356.0,no
556,TU861,Computing with Language (French/German/Spanish),235.0,370.0,no
557,TU862,Computing with Artificial Intelligence Machine Learning,262.0,310.0,no
558,TU863,Digital Forensics and Cyber Security,282.0,346.0,no
559,TU864,DNA and Forensic Analysis,441.0,465.0,no
560,TU865,Cloud Computing,235.0,308.0,no
561,TU866,Biomedical and Molecular Diagnostics,522.0,540.0,no
562,TU867,Biomedical Science,565.0,578.0,no
563,TU868,Clinical Measurement Science,542.0,554.0,no
564,TU869,Environmental Health,387.0,434.0,no
565,TU870,Human Nutrition and Dietetics,600.0,613.0,no
566,TU871,Optometry,532.0,544.0,no
567,TU872,Public Health Nutrition,487.0,521.0,no
568,TU874,Mathematical Sciences,294.0,434.0,no
569,TU875,Pharmaceutical Healthcare,451.0,477.0,no
570,TU876,Pharmaceutical Science,445.0,474.0,no
571,TU877,Physics Technology,314.0,422.0,no
572,TU878,Physics with Energy and Environment,339.0,408.0,no
573,TU879,Physics with Medical Physics and Bioengineering,346.0,430.0,no
574,TU880,Physics with Data Science,412.0,532.0,no
575,TU881,Food Innovation,309.0,423.0,no
576,TU882,Nutraceuticals in Health and Nutrition,380.0,447.0,no
577,TU902,Business (options),270.0,327.0,no
578,TU903,Business and Management,477.0,509.0,no
579,TU904,Business and Law,462.0,486.0,no
580,TU905,Economics and Finance,460.0,488.0,no
581,TU906,Human Resource Management,377.0,412.0,no
582,TU907,Logistics and Supply Chain Management,300.0,367.0,no
583,TU910,Accounting,420.0,462.0,no
584,TU912,Business Analytics,311.0,367.0,no
585,TU914,Business Computing,322.0,377.0,no
586,TU917,Law (LLB ) with a Language,356.0,451.0,no
587,TU918,Law (LLB),463.0,499.0,no
588,TU919,Advertising and Marketing Communications,219.0,327.0,no
589,TU920,Digital Marketing,270.0,339.0,no
590,TU921,Digital Marketing Technologies,230.0,298.0,no
591,TU922,Marketing,412.0,446.0,no
592,TU924,E-Commerce in Retailing,307.0,380.0,no
593,TU925,Retail and Services Management,307.0,368.0,no
594,TU932,Business (options),211.0,337.0,no
595,TU933,Accounting and Finance (campus options),251.0,346.0,no
596,TU935,Sports Management and Coaching,300.0,368.0,no
597,TU936,Sports Science and Health,484.0,498.0,no
598,TU941,Botanical Cuisine,311.0,380.0,no
599,TU942,Culinary Arts,252.0,348.0,no
600,TU943,Culinary Entrepreneurship,261.0,387.0,no
601,TU944,Culinary Science,336.0,393.0,no
602,TU951,International Hospitality and Tourism Management,244.0,316.0,no
603,TU952,International Hospitality Management,309.0,398.0,no
604,TU953,Tourism and Digital Marketing,308.0,366.0,no
605,TU954,Event Management,326.0,402.0,no
606,TU955,Sports and Leisure Management,275.0,349.0,no
607,TU961,Commercial Modern Music (BIMM - assessment/audition),536.0,881.0,yes
608,TU962,"Drama (Performance, audition)",448.0,551.0,yes
609,TU963,Music (audition),364.0,561.0,yes
610,TU965,International Business and Languages,357.0,442.0,no
611,TU967,Languages and International Tourism,298.0,390.0,no
612,TU973,Design - Visual Communication (portfolio),700.0,953.0,yes
613,TU974,Fine Art (portfolio),549.0,704.0,yes
614,TU975,Interior Design (portfolio),544.0,919.0,yes
615,TU976,Photography (portfolio),700.0,952.0,yes
616,TU978,Creative Industries and Visual Culture,299.0,440.0,no
617,TU981,Creative Digital Media,280.0,347.0,no
618,TU982,Media Production and Digital Arts,369.0,412.0,no
619,TU983,Film and Broadcasting,453.0,496.0,no
620,TU984,Game Design,414.0,455.0,no
621,TU985,Journalism,367.0,409.0,no
622,TU989,Early Childhood Care and Education (campus options),270.0,337.0,no
623,TU991,Applied Social Studies in Social Care,326.0,356.0,no
624,TU992,Community Development and Youth Work,251.0,311.0,no
625,TU995,Early Childhood Education,378.0,412.0,no
626,TU996,Social Care,407.0,440.0,no
627,TU997,Applied Social Care,320.0,368.0,no
628,TR002,Music,477.0,513.0,yes
629,TR003,History,531.0,558.0,no
630,TR004,Law,589.0,601.0,no
631,TR005,Philosophy,456.0,510.0,no
632,TR006,Psychology,578.0,602.0,no
633,TR007,Clinical Speech and Language Studies,555.0,577.0,no
634,TR009,Music Education,486.0,530.0,yes
635,TR015,"Philosophy, Political Science, Economics and Sociology",613.0,625.0,no
636,TR016,Deaf Studies,389.0,440.0,no
637,TR018,Law and French,600.0,613.0,no
638,TR019,Law and German,567.0,588.0,no
639,TR021,"Classics, Ancient History and Archaeology",419.0,501.0,no
640,TR022,Early and Modern Irish,377.0,473.0,no
641,TR023,English Studies,533.0,555.0,no
642,TR024,European Studies,566.0,589.0,no
643,TR025,Drama and Theatre Studies,509.0,552.0,yes
644,TR028,Ancient and Medieval History and Culture,382.0,474.0,no
645,TR031,Mathematics,577.0,613.0,no
646,TR032,Engineering,554.0,581.0,no
647,TR033,Computer Science,543.0,578.0,no
648,TR034,Management Science and Information Systems Studies,625.0,625.0,no
649,TR035,Theoretical Physics,589.0,613.0,no
650,TR038,Engineering with Management,589.0,613.0,no
651,TR039,"Computer Science, Linguistics and a Language",443.0,531.0,no
652,TR040,Middle Eastern and European Languages and Cultures,397.0,531.0,no
653,TR041,Religion,417.0,476.0,no
654,TR042,Film,518.0,532.0,no
655,TR043,History of Art and Architecture,467.0,519.0,no
656,TR051,Medicine (HPAT required),743.0,751.0,yes
657,TR052,Dental Science,625.0,625.0,no
658,TR053,Physiotherapy,590.0,601.0,no
659,TR054,Occupational Therapy,577.0,589.0,no
660,TR055,Radiation Therapy,566.0,577.0,no
661,TR056,Human Health and Disease,601.0,613.0,no
662,TR060,Biological and Biomedical Sciences,577.0,590.0,no
663,TR061,Chemical Sciences,542.0,564.0,no
664,TR062,Geography and Geoscience,490.0,531.0,no
665,TR063,Physical Sciences,521.0,566.0,no
666,TR064,Environmental Science and Engineering,555.0,578.0,no
667,TR072,Pharmacy,613.0,625.0,no
668,TR080,Global Business,613.0,625.0,no
669,TR081,"Business, Economic and Social Studies (BESS)",566.0,589.0,no
670,TR084,Social Studies (Social Work),484.0,508.0,no
671,TR085,Business Studies and French,564.0,577.0,no
672,TR086,Business Studies and German,530.0,533.0,no
673,TR087,Business Studies and Russian,487.0,521.0,no
674,TR089,Business Studies and Polish,391.0,432.0,no
675,TR090,Business Studies and Spanish,566.0,589.0,no
676,TR091,General Nursing (Meath and St James`s),454.0,487.0,no
677,TR093,General Nursing (Adelaide School of Nursing),473.0,484.0,yes
678,TR095,Mental Health Nursing,432.0,455.0,no
679,TR097,Intellectual Disability Nursing,401.0,419.0,no
680,TR111,Ancient History and Archaeology/Geography,509.0,530.0,no
681,TR112,Ancient History and Archaeology/History,577.0,577.0,no
682,TR113,Ancient History and Archaeology/History of Art and Architecture,528.0,541.0,no
683,TR114,Ancient History and Archaeology/Modern Language,507.0,512.0,no
684,TR117,Ancient History and Archaeology/Religion,494.0,625.0,no
685,TR166,Classical Civilisation/English Literature,552.0,567.0,no
686,TR173,Classical Civilisation/History of Art and Architecture,420.0,487.0,no
687,TR177,Classical Civilisation/Modern Language,484.0,543.0,no
688,TR179,Classical Civilisation/Philosophy,521.0,522.0,no
689,TR188,Computer Science/Business Studies,584.0,602.0,no
690,TR198,Economics/Geography,954.0,0.0,no
691,TR202,Economics/History,601.0,625.0,no
692,TR207,Economics/Mathematics,613.0,625.0,no
693,TR208,Economics/Modern Language,589.0,611.0,no
694,TR209,Economics/Philosophy,589.0,611.0,no
695,TR212,Economics/Sociology,589.0,606.0,no
696,TR214,Social Policy/Economics,611.0,611.0,no
697,TR228,Classical Languages/English Literature,555.0,583.0,no
698,TR230,Classical Languages/Linguistics,501.0,501.0,no
699,TR231,Classical Languages/History of Art and Architecture,613.0,613.0,no
