,code,course name,EOS,Mid,test
1390,WD006,Exercise Sciences (options),270.0,357.0,no
1391,WD007,Engineering (options),270.0,432.0,no
1397,WD025,Construction Management and Engineering,262.0,357.0,no
1398,WD027,Music,321.0,437.0,yes
1399,WD048,Business (options),279.0,387.0,no
1401,WD084,Accounting,308.0,476.0,no
1402,WD091,Hospitality Management,225.0,337.0,no
1406,WD116,General Nursing,446.0,473.0,no
1407,WD117,Psychiatric Nursing,415.0,430.0,no
1408,WD120,Intellectual Disability Nursing,390.0,404.0,no
1410,WD134,International Business,267.0,368.0,no
1411,WD137,Design (Visual Communications),252.0,360.0,no
1412,WD140,Laws,280.0,394.0,no
1413,WD144,Architecture,309.0,401.0,no
1414,WD147,Pharmaceutical Science,288.0,402.0,no
1415,WD150,Criminal Justice Studies,280.0,359.0,no
1417,WD152,Visual Art,243.0,359.0,no
1421,WD161,Computer Forensics and Security,270.0,347.0,no
1422,WD162,Quantity Surveying,226.0,337.0,no
1423,WD163,Psychology,456.0,487.0,no
1432,WD186,Sports Coaching and Performance,261.0,358.0,no
1433,WD187,Social Science,276.0,367.0,no
1435,WD191,Agricultural Science,377.0,434.0,no
1436,WD192,Social Care Practice,271.0,336.0,no
1437,WD193,Marketing and Digital Media,279.0,358.0,no
1438,WD194,Culinary Arts,237.0,321.0,no
1439,WD195,Architectural and Building Information Modelling Technology,279.0,367.0,no
1440,WD200,Arts (options),201.0,376.0,no
1445,WD210,Software Systems Development,260.0,373.0,no
1446,WD211,Creative Computing,270.0,392.0,no
1447,WD212,Recreation and Sport Management,262.0,304.0,no
1448,WD230,Mechanical and Manufacturing Engineering,230.0,361.0,no
1449,WD231,Early Childhood Care and Education,266.0,366.0,no
1450,WD232,Business Information Systems,261.0,329.0,no
