,code,course name,EOS,Mid,test
1164,TR325,Film/History,529.0,625.0,no
1165,TR326,Geography/Modern Language,352.0,440.0,no
1166,TR332,Geography/Sociology,496.0,520.0,no
1167,TR443,History/History of Art and Architecture,529.0,532.0,no
1168,TR447,History/Modern Language,529.0,554.0,no
1169,TR449,History/Philosophy,529.0,543.0,no
1170,TR452,History/Sociology,529.0,534.0,no
1171,TR454,History/Religion,529.0,534.0,no
1172,TR455,History of Art and Architecture/Modern Language,334.0,454.0,no
1173,TR479,History of Art and Architecture/Philosophy,485.0,555.0,no
1174,TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",337.0,473.0,no
1175,TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",335.0,543.0,no
1176,TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",529.0,555.0,no
1177,TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",335.0,451.0,no
1178,TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",0.0,0.0,yes
1179,TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",342.0,0.0,no
1180,TR597,Mathematics/Modern Language,566.0,625.0,no
1181,TR598,Mathematics/Music,566.0,0.0,yes
1182,TR599,Mathematics/Philosophy,566.0,589.0,no
1183,TR629,Music/Philosophy,499.0,0.0,yes
1184,TR635,Music/Drama Studies,473.0,487.0,yes
1185,TR636,Music/Modern Language,388.0,455.0,yes
1186,TR638,Music/Religion,388.0,440.0,yes
1187,TR639,Philosophy/Modern Language,499.0,613.0,no
1188,TR662,Philosophy/Sociology,499.0,531.0,no
1189,TR663,Religion/Classical Civilisation,342.0,591.0,no
1190,TR664,Religion/English Literature,498.0,565.0,no
1191,TR665,Religion/History of Art and Architecture,342.0,452.0,no
1192,TR666,Religion/Modern Language,0.0,0.0,no
1193,TR667,French/Modern Language,403.0,478.0,no
1194,TR668,German/Modern Language,389.0,465.0,no
1195,TR669,Irish/Modern Language,368.0,473.0,no
1196,TR670,Italian/Modern Language,381.0,466.0,no
1197,TR671,Russian/Modern Language,332.0,494.0,no
1198,TR672,Spanish/Modern Language,336.0,488.0,no
1199,TR755,Sociology/Drama Studies,498.0,543.0,yes
1200,TR756,Sociology/Modern Language,495.0,510.0,no
1204,TR911,Children`s and General Nursing (Integrated),499.0,521.0,no
1205,TR913,Midwifery,473.0,508.0,no
1286,TU801,Biomedical Design,235.0,381.0,no
1287,TU802,Electrical Services and Energy Management,300.0,352.0,no
1288,TU803,Electronic Engineering,243.0,337.0,no
1289,TU804,Engineering (Common Entry with Award options),271.0,338.0,no
1290,TU805,Engineering (General Entry),402.0,466.0,no
1291,TU806,Sustainable Energy Engineering,262.0,318.0,no
1292,TU807,Computer Engineering in Mobile Systems,276.0,305.0,no
1293,TU808,Engineering Software,260.0,339.0,no
1294,TU809,Mechanical Engineering,235.0,347.0,no
1295,TU810,Mechatronic Engineering,271.0,312.0,no
1296,TU811,Product Design,411.0,444.0,no
1297,TU812,"Design,Technology and Innovation",270.0,350.0,no
1298,TU813,Automation Engineering,218.0,339.0,no
1299,TU814,Transport Operations and Technology,251.0,372.0,no
1300,TU831,Architectural Technology,410.0,444.0,no
1301,TU832,Architecture (Suitability Test and Interview),622.0,658.0,yes
1302,TU833,Construction Management,367.0,404.0,no
1303,TU834,Geographic Science,288.0,357.0,no
