,code,course name,EOS,Mid,test
56,CW758,Applied Social Studies - Professional Social Care,290.0,319.0,no
57,CW808,Media and Public Relations,248.0,307.0,no
58,CW848,Digital Marketing with Analytics,279.0,307.0,no
59,CW858,"Sports Management and Coaching (options, portfolio)",700.0,700.0,yes
60,CW908,Business (options),260.0,307.0,no
61,CW938,Business with Law,270.0,288.0,no
62,CW948,Accounting,301.0,408.0,no
64,PC405,"Social, Political and Community Studies",251.0,296.0,no
65,PC410,Arts and Humanities (fulfils Teaching Council requirements),203.0,289.0,no
66,PC411,English and History (fulfils Teaching Council requirements),168.0,289.0,no
68,CR105,Chemical and Biopharmaceutical Engineering,432.0,498.0,no
69,CR106,Software Development,351.0,393.0,no
70,CR108,Mechanical Engineering,425.0,487.0,no
71,CR109,Structural Engineering,341.0,467.0,no
72,CR110,Automotive Business Management and Technology,318.0,347.0,no
73,CR112,Creative Digital Media,335.0,389.0,no
74,CR116,Computer Systems,318.0,381.0,no
75,CR121,Music at CIT Cork School of Music,633.0,1052.0,yes
76,CR125,Popular Music: Electric Bass Guitar at CIT Cork School of Music,972.0,1021.0,yes
77,CR126,Popular Music: Drums at CIT Cork School of Music,878.0,1043.0,yes
78,CR127,Popular Music: Electric Guitar at CIT Cork School of Music,584.0,761.0,yes
79,CR128,Popular Music: Keyboards at CIT Cork School of Music,839.0,1009.0,yes
80,CR129,Popular Music: Voice at CIT Cork School of Music,857.0,927.0,yes
81,CR130,Musical Theatre,500.0,600.0,yes
82,CR150,Business Information Systems,326.0,371.0,no
83,CR210,"Contemporary Applied Art (Ceramics, Glass, Textiles) at CIT Crawford",979.0,979.0,yes
84,CR220,Fine Art at CIT Crawford College of Art and Design,620.0,819.0,yes
85,CR225,Photography with New Media,920.0,920.0,yes
86,CR305,Physical Sciences (Common Entry),279.0,309.0,no
87,CR310,IT Management,282.0,317.0,no
88,CR320,Biomedical Science (Offered jointly by CIT and UCC),546.0,556.0,no
89,CR325,Pharmaceutical Biotechnology,388.0,422.0,no
90,CR333,Nutrition and Health Science,360.0,393.0,no
91,CR335,Biological Sciences (Common Entry),381.0,419.0,no
92,CR340,Analytical Chemistry with Quality Assurance,288.0,315.0,no
93,CR360,Instrument Engineering,291.0,329.0,no
94,CR365,Environmental Science and Sustainable Technology,334.0,362.0,no
95,CR370,Agri-Biosciences,408.0,431.0,no
96,CR400,Accounting,316.0,389.0,no
97,CR420,Marketing,288.0,329.0,no
98,CR425,International Business with Language,300.0,392.0,no
99,CR500,Engineering (Common Entry),381.0,424.0,no
100,CR510,Sustainable Energy Engineering,319.0,343.0,no
101,CR520,Biomedical Engineering,434.0,477.0,no
102,CR560,Architectural Technology,288.0,332.0,no
103,CR565,Interior Architecture,336.0,390.0,no
104,CR570,Quantity Surveying,279.0,342.0,no
105,CR572,Construction Management,253.0,300.0,no
106,CR580,Electrical Engineering,344.0,374.0,no
107,CR590,Electronic Engineering,342.0,411.0,no
108,CR600,Visual Communications,587.0,888.0,yes
109,CR660,Tourism Management,249.0,290.0,no
110,CR700,Theatre and Drama Studies at CIT Cork School of Music,768.0,906.0,yes
112,CK101,Arts - 3 years,300.0,368.0,no
113,CK102,Social Science,391.0,431.0,no
114,CK104,Arts with Music - 3 or 4 years (BMus or Chinese/European/Int`l Pathway),340.0,409.0,yes
115,CK105,Film and Screen Media - 3 years or 4 years (International Pathway),397.0,442.0,no
116,CK107,Geographical and Archaeological Sciences - 3 or 4 years (Int`l Pathway),326.0,388.0,no
117,CK108,Arts International - 4 years,429.0,466.0,no
118,CK109,English - 3 years or 4 years (International Pathway),347.0,423.0,no
119,CK110,World Languages,456.0,506.0,no
120,CK111,Early Years and Childhood Studies,398.0,429.0,no
121,CK112,Theatre and Performative Practices - 3 or 4 years (Int`l Pathway),324.0,470.0,yes
122,CK113,Criminology - 3 years or 4 years (International Pathway),408.0,430.0,no
123,CK114,Social Science (Youth and Community Work) - 3 years,,0.0,yes
124,CK115,Social Work - Mature Applicants only,,0.0,yes
125,CK116,Sports Studies and Physical Education,499.0,520.0,no
126,CK118,Digital Humanities and IT - 3 or 4 years (Work Exper. or Int`l Pathway),307.0,361.0,no
127,CK120,Applied Psychology,506.0,532.0,no
128,CK121,Psychology and Computing - 3 or 4 years (Work Experience Pathway),393.0,466.0,no
129,CK122,Government and Political Science,355.0,410.0,no
130,CK201,Commerce,465.0,489.0,no
131,CK202,Accounting,467.0,506.0,no
132,CK203,Business Information Systems,409.0,444.0,no
133,CK204,Finance,531.0,555.0,no
134,CK205,Commerce (International) with French,409.0,473.0,no
135,CK206,Commerce (International) with German,408.0,446.0,no
136,CK207,Commerce (International) with Italian,408.0,425.0,no
137,CK208,Commerce (International) with Hispanic Studies,431.0,455.0,no
138,CK209,Commerce (International) with Irish,509.0,528.0,no
139,CK211,Commerce (International) with Chinese Studies,398.0,420.0,no
140,CK212,Economics (Transformational Learning) - 3 or 4 years (Int`l Pathway),400.0,429.0,no
141,CK301,Law (Pathways) -  3 or 4 years,476.0,519.0,no
142,CK302,Law and French,453.0,531.0,no
143,CK304,Law and Irish,462.0,510.0,no
144,CK307,Law and Business,522.0,554.0,no
145,CK401,Computer Science,402.0,456.0,no
146,CK402,Biological and Chemical Sciences,498.0,520.0,no
147,CK404,"Biological, Earth and Environmental Sciences",412.0,451.0,no
148,CK405,Genetics,476.0,496.0,no
149,CK406,Chemical Sciences,457.0,488.0,no
150,CK407,Mathematical Sciences,531.0,578.0,no
151,CK408,Physics and Astrophysics,511.0,566.0,no
152,CK409,Industrial Physics (offered jointly by UCC and CIT),413.0,532.0,no
153,CK411,Data Science and Analytics,509.0,542.0,no
154,CK412,Agricultural Science,457.0,509.0,no
155,CK502,Food Marketing and Entrepreneurship,433.0,456.0,no
156,CK504,Nutritional Sciences,492.0,509.0,no
157,CK505,Food Science,444.0,477.0,no
158,CK506,International Development and Food Policy,367.0,410.0,no
159,CK600,Engineering,465.0,532.0,no
160,CK606,Architecture (offered jointly by UCC and CIT),465.0,496.0,no
161,CK701,Medicine (Undergraduate Entry - HPAT required),729.0,740.0,yes
162,CK702,Dentistry,590.0,613.0,no
163,CK703,Pharmacy,577.0,589.0,no
164,CK704,Occupational Therapy,532.0,554.0,no
165,CK705,Speech and Language Therapy,509.0,529.0,no
166,CK706,Public Health Sciences,419.0,451.0,no
167,CK707,Medical and Health Sciences,510.0,543.0,no
168,CK710,General Nursing,440.0,466.0,no
169,CK712,Children`s and General Nursing (Integrated),499.0,520.0,no
170,CK720,Mental Health Nursing,398.0,429.0,no
171,CK730,Intellectual Disability Nursing,359.0,388.0,no
172,CK740,Midwifery,444.0,474.0,no
173,CK791,Medicine  - Graduate Entry (GAMSAT required),58.0,59.0,yes
175,AC120,International Business,234.0,269.0,no
176,AC137,Liberal Arts,252.0,275.0,no
178,CT125,Information Technology,235.0,280.0,no
180,CM001,Education - Primary Teaching,452.0,462.0,no
181,CM002,Education - Primary Teaching - Gaeltacht Applicants,421.0,440.0,yes
182,CM003,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge,491.0,506.0,yes
183,CM004,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge (daltaí Gaeltachta),492.0,569.0,yes
184,CM010,Education Studies,317.0,373.0,no
185,CM020,Early Childhood Education,336.0,363.0,no
187,DB500,Computing,242.0,320.0,no
188,DB501,Computing (Cloud Computing),326.0,329.0,no
189,DB502,Computing (Data Analytics and Big Data),269.0,269.0,no
190,DB503,Computing (Software Development),242.0,282.0,no
191,DB504,Computing (Web and Mobile Technology),227.0,269.0,no
192,DB510,Audio Production and Music Project Management,233.0,293.0,no
193,DB512,Business Studies,229.0,301.0,no
194,DB514,Business Studies (Law),269.0,337.0,no
195,DB515,Business Studies (Human Resource Management),225.0,288.0,no
196,DB516,Financial Services,328.0,336.0,no
197,DB517,Event Management,226.0,327.0,no
198,DB518,Marketing (Digital Media),210.0,289.0,no
199,DB521,Accounting and Finance,225.0,271.0,no
200,DB524,Business Information Systems,402.0,402.0,no
201,DB525,Marketing (Digital Media and Cloud Computing),284.0,309.0,no
202,DB526,Business Information Systems (Cloud Computing),253.0,288.0,no
203,DB527,Applied Social Care,235.0,288.0,no
204,DB531,Marketing,220.0,288.0,no
205,DB562,Psychology,208.0,310.0,no
206,DB566,Social Science,216.0,308.0,no
207,DB567,Film,192.0,295.0,no
208,DB568,Law,245.0,308.0,no
209,DB569,Business (Psychology),279.0,338.0,no
211,DC001,Education - Early Childhood Education,398.0,424.0,no
212,DC002,Education - Primary Teaching,462.0,485.0,no
213,DC003,Education - Primary Teaching - Gaeltacht Applicants,433.0,473.0,yes
214,DC004,Education - Primary Teaching (Church of Ireland Centre formerly CICE),357.0,0.0,yes
215,DC005,Education - Primary Teaching - Irish Sign Language,316.0,316.0,yes
216,DC009,Arts (Joint Honours) - Humanities,347.0,408.0,no
217,DC010,Post Primary Teacher Education - Religious Education and English,386.0,413.0,no
218,DC011,Post Primary Teacher Education - Religious Education and History,352.0,389.0,no
219,DC012,Post Primary Teacher Education - Religious Education and Music,367.0,415.0,yes
220,DC013,Post Primary Teacher Ed - Gaeilge with French/German/Spanish,410.0,509.0,no
221,DC014,BA in Jazz and Contemporary Music Performance,428.0,590.0,yes
222,DC110,Business Studies International,440.0,462.0,no
223,DC111,Business Studies,463.0,479.0,no
224,DC112,Global Business (France),495.0,510.0,no
225,DC113,Global Business (Germany),440.0,476.0,no
226,DC114,Global Business (Spain),501.0,543.0,no
227,DC115,Accounting and Finance,487.0,500.0,no
228,DC116,Global Business (USA),578.0,589.0,no
229,DC117,Aviation Management / Aviation Management with Pilot Studies,463.0,487.0,no
230,DC118,Gnó agus Gaeilge / Business and Irish,357.0,399.0,no
231,DC119,Global Business (Canada),566.0,577.0,no
232,DC120,Enterprise Computing,350.0,389.0,no
233,DC121,Computer Applications,370.0,418.0,no
234,DC123,Data Science,467.0,511.0,no
235,DC126,Actuarial Mathematics,520.0,543.0,no
236,DC127,Common Entry into Actuarial and Financial Mathematics,509.0,531.0,no
237,DC131,Communication Studies,400.0,441.0,no
238,DC132,Journalism,401.0,440.0,no
239,DC133,Multimedia,403.0,451.0,no
240,DC155,Applied Language and Translation Studies,371.0,430.0,no
241,DC161,Analytical Science,446.0,463.0,no
242,DC162,Chemical and Pharmaceutical Sciences,488.0,498.0,no
243,DC166,Environmental Science and Technology,412.0,442.0,no
244,DC167,Physics with Astronomy,434.0,477.0,no
245,DC168,Genetics and Cell Biology,489.0,500.0,no
246,DC171,Applied Physics,402.0,433.0,no
247,DC173,Physics with Biomedical Sciences,402.0,458.0,no
248,DC181,Biotechnology,476.0,488.0,no
249,DC190,Electronic and Computer Engineering (with choice of four majors),391.0,433.0,no
250,DC193,Mechatronic Engineering,404.0,445.0,no
251,DC195,Mechanical and Manufacturing Engineering,401.0,444.0,no
252,DC197,Biomedical Engineering,402.0,446.0,no
253,DC200,Common Entry into Engineering (Undenominated Entry),381.0,444.0,no
254,DC201,Common Entry into Science (Undenominated Entry),454.0,477.0,no
255,DC202,Sport Science and Health,467.0,476.0,no
256,DC203,Science Education,424.0,476.0,no
257,DC204,Athletic Therapy and Training,484.0,500.0,no
258,DC205,Physical Education with Biology,490.0,521.0,no
259,DC206,Physical Education with Mathematics,443.0,476.0,no
260,DC208,Psychology,509.0,521.0,no
261,DC209,Health and Society,419.0,440.0,no
262,DC215,General Nursing,414.0,443.0,no
263,DC216,Mental Health Nursing,368.0,389.0,no
264,DC217,Intellectual Disability Nursing,347.0,362.0,no
265,DC218,Children`s and General Nursing (Integrated),467.0,480.0,no
266,DC230,"Economics, Politics and Law",400.0,431.0,no
267,DC231,International Relations,387.0,445.0,no
268,DC232,Law and Society (BCL),453.0,487.0,no
269,DC235,Education and Training - Daytime Delivery Mode (full-time),307.0,327.0,no
270,DC238,Social Sciences and Cultural Innovation,358.0,388.0,no
271,DC240,"Marketing, Innovation and Technology",451.0,474.0,no
272,DC291,Arts (Joint Honours) - Media Studies,349.0,392.0,no
273,DC292,Arts (Joint Honours) - Law,356.0,388.0,no
274,DC293,Arts (Joint Honours) - International Languages,369.0,400.0,no
275,DC295,Arts (Joint Honours) - Politics,348.0,387.0,no
277,DT001,Product Design,433.0,464.0,no
278,DT028,Transport Operations and Technology,279.0,348.0,no
279,DT035,Electrical Services and Energy Management,293.0,340.0,no
280,DT066,Engineering (General Entry),400.0,457.0,no
281,DT101,Architecture (test and interview),618.0,647.0,yes
282,DT106,Planning and Environmental Management,312.0,337.0,no
283,DT110,Property Economics (Valuation Surveying),367.0,424.0,no
284,DT111,Quantity Surveying and Construction Economics,391.0,421.0,no
285,DT112,Geographic Science,287.0,335.0,no
286,DT117,Construction Management,356.0,373.0,no
287,DT175,Architectural Technology,388.0,425.0,no
288,DT201,Science (General Entry),464.0,477.0,no
289,DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),341.0,403.0,no
290,DT204,Biomedical Science,501.0,512.0,no
291,DT205,Mathematical Sciences,315.0,363.0,no
292,DT206,Biomedical and Molecular Diagnostics,473.0,487.0,no
293,DT211,Computer Science (Infrastructure),381.0,414.0,no
294,DT220,Industrial Mathematics,300.0,317.0,no
295,DT221,Physics with Energy and Environment,348.0,436.0,no
296,DT222,Physics Technology,321.0,371.0,no
297,DT223,Human Nutrition and Dietetics,553.0,566.0,no
298,DT224,Optometry,487.0,529.0,no
299,DT225,Public Health Nutrition,440.0,476.0,no
300,DT227,Science with Nanotechnology,312.0,361.0,no
301,DT228,Computer Science,451.0,466.0,no
302,DT229,Clinical Measurement Science,491.0,509.0,no
303,DT235,Physics with Medical Physics and Bioengineering,357.0,403.0,no
304,DT282,Computer Science (International),377.0,402.0,no
305,DT299,Chemical Sciences with Medicinal Chemistry,420.0,445.0,no
306,DT302,Business Analytics,325.0,403.0,no
307,DT304,E-Commerce in Retailing,341.0,388.0,no
308,DT321,Business and Law,462.0,478.0,no
309,DT341,Marketing,400.0,419.0,no
310,DT343,Retail and Services Management,301.0,332.0,no
311,DT354,Business Computing,322.0,341.0,no
312,DT358,Logistics and Supply Chain Management,300.0,359.0,no
313,DT365,Business and Management,440.0,456.0,no
314,DT366,Accounting and Finance,432.0,454.0,no
315,DT398,Human Resource Management,375.0,388.0,no
316,DT399,Economics and Finance,437.0,465.0,no
317,DT401,International Hospitality Management,300.0,337.0,no
318,DT405,Culinary Science,308.0,377.0,no
319,DT407,Culinary Arts,271.0,342.0,no
320,DT412,Tourism Marketing,284.0,322.0,no
321,DT413,Event Management,356.0,389.0,no
322,DT416,Culinary Entrepreneurship,275.0,339.0,no
323,DT420,Nutraceuticals in Health and Nutrition,392.0,432.0,no
324,DT421,Food Innovation,321.0,366.0,no
325,DT422,Pharmaceutical Healthcare,397.0,423.0,no
326,DT491,Environmental Health,343.0,380.0,no
327,DT501,Music,383.0,520.0,yes
328,DT504,Film and Broadcasting,443.0,467.0,no
329,DT506,Commercial Modern Music,468.0,835.0,yes
330,DT508,Game Design,403.0,454.0,no
331,DT517,Languages and English Studies,326.0,419.0,no
332,DT518,Languages and International Tourism,307.0,357.0,no
333,DT529,Drama (Performance),371.0,519.0,yes
334,DT532,Law (LL.B.),422.0,441.0,no
335,DT533,Contemporary Visual Culture,,0.0,yes
336,DT544,Interior Design,552.0,866.0,yes
337,DT545,Design - Visual Communication,667.0,897.0,yes
338,DT546,Fine Art,668.0,813.0,yes
339,DT555,International Business and Languages,353.0,399.0,no
340,DT559,Photography,700.0,926.0,yes
341,DT571,Social Care,394.0,424.0,no
342,DT572,Early Childhood Education,385.0,403.0,no
343,DT582,Journalism,347.0,373.0,no
344,DT596,Print Media Technology and Management,252.0,311.0,no
345,DT597,Creative and Cultural Industries,280.0,369.0,no
347,DL821,"English, Media and Cultural Studies",211.0,317.0,no
348,DL822,Arts Management,209.0,319.0,no
349,DL823,Business Studies - Entrepreneurship and Management,260.0,316.0,no
350,DL825,Applied Psychology,349.0,413.0,no
351,DL826,Visual Communication Design,736.0,989.0,yes
352,DL827,Art,583.0,902.0,yes
353,DL828,"3D Design, Modelmaking and Digital Art",691.0,866.0,yes
354,DL829,Design for Stage and Screen (Costume Design),817.0,1021.0,yes
355,DL830,Design for Stage and Screen (Makeup Design),879.0,953.0,yes
356,DL831,Design for Stage and Screen (Production Design),893.0,1073.0,yes
357,DL832,Animation,855.0,1055.0,yes
358,DL833,Photography,636.0,791.0,yes
359,DL834,Film and Television Production,933.0,1011.0,yes
360,DL835,Creative Media Technologies,237.0,289.0,no
361,DL836,Creative Computing,217.0,326.0,no
362,DL837,New Media Studies,290.0,349.0,no
363,DL838,Creative Music Production,746.0,873.0,yes
365,GC200,Business Studies (Cork),269.0,359.0,no
366,GC201,Accounting and Finance (Cork),251.0,388.0,no
367,GC230,Computing Science (Cork),228.0,327.0,no
368,GC300,Business Studies (Limerick),251.0,302.0,no
369,GC301,Accounting and Finance,307.0,314.0,no
370,GC302,"Business Studies - (HRM, Limerick)",269.0,269.0,no
371,GC305,International Hospitality Management (Limerick),327.0,327.0,no
372,GC400,Business Studies (Dublin),246.0,297.0,no
373,GC401,Accounting and Finance (Dublin),181.0,309.0,no
374,GC402,"Business Studies (HRM, Dublin)",217.0,290.0,no
375,GC403,Law (Dublin),225.0,308.0,no
376,GC405,International Hospitality Management (Dublin),254.0,272.0,no
377,GC407,"Business Studies (Marketing, Dublin)",246.0,330.0,no
378,GC430,Computing Science (Dublin),217.0,269.0,no
379,GC450,Journalism and Visual Media (Dublin),227.0,307.0,no
380,GC462,Design Communication (Dublin),,0.0,no
381,GC489,Interior Architecture (Dublin),267.0,361.0,yes
382,GC494,Fashion Design (Dublin),,0.0,yes
384,ID001,Accounting and Finance,229.0,291.0,no
385,ID002,Business Studies,285.0,366.0,no
386,ID003,Business Studies with Chinese,,0.0,no
388,BN101,Business,252.0,289.0,no
389,BN103,Business and Information Technology,254.0,290.0,no
390,BN104,Computing (Information Technology),260.0,293.0,no
391,BN107,Applied Social Studies in Social Care,300.0,328.0,no
392,BN108,Engineering (Common Entry with Award options),271.0,318.0,no
393,BN109,Business (Common Entry with Award options),260.0,279.0,no
394,BN110,International Business,253.0,308.0,no
395,BN111,Sports Management and Coaching,270.0,298.0,no
396,BN112,Creative Digital Media,280.0,329.0,no
397,BN113,Horticulture,289.0,321.0,no
398,BN114,Accounting and Finance,280.0,332.0,no
399,BN115,Community and Youth Development,250.0,298.0,no
400,BN117,Computer Engineering in Mobile Systems,273.0,311.0,no
401,BN118,Early Childhood Care and Education,290.0,320.0,no
402,BN119,Digital Marketing,270.0,308.0,no
403,BN120,Digital Forensics and Cyber Security,281.0,326.0,no
404,BN121,Mechatronic Engineering,276.0,340.0,no
405,BN123,"Design,Technology and Innovation",297.0,318.0,no
407,TA022,Creative Digital Media,260.0,318.0,no
408,TA023,Advertising and Marketing Communications,235.0,299.0,no
409,TA024,Early Childhood Care and Education,217.0,307.0,no
410,TA025,Social Care Practice,261.0,297.0,no
411,TA026,International Hospitality and Tourism Management,208.0,269.0,no
412,TA027,Botanical Cuisine,236.0,273.0,no
413,TA028,Digital Marketing Technologies,220.0,313.0,no
414,TA121,Accounting and Finance,202.0,328.0,no
415,TA122,Management,218.0,297.0,no
416,TA123,Marketing Management,207.0,284.0,no
417,TA125,International Business,229.0,300.0,no
418,TA221,Electronic Engineering,251.0,321.0,no
419,TA222,Mechanical Engineering,243.0,302.0,no
420,TA223,Sustainable Energy Engineering,236.0,305.0,no
421,TA224,Biomedical Design,218.0,324.0,no
422,TA225,Automation Engineering,235.0,288.0,no
423,TA226,Engineering Software,243.0,304.0,no
424,TA321,Pharmaceutical Science,261.0,298.0,no
425,TA322,Computing,200.0,294.0,no
426,TA323,Computing with IT Management,243.0,309.0,no
427,TA326,DNA and Forensic Analysis,300.0,362.0,no
428,TA327,Sports Science and Health,341.0,381.0,no
429,TA328,Computing with Language (French/German/Spanish),218.0,317.0,no
430,TA329,Computing with Data Analytics,218.0,296.0,no
432,AD101,First Year Art & Design (Common Entry),0.0,550.0,yes
433,AD102,Graphic Design and Moving Image Design,0.0,635.0,yes
434,AD103,Textile & Surface Design and Jewellery & Objects,0.0,545.0,yes
435,AD202,Education & Design or Fine Art (Second Level Teaching),0.0,580.0,yes
436,AD204,Fine Art,0.0,600.0,yes
437,AD211,Fashion Design,0.0,600.0,yes
438,AD212,Product Design,0.0,600.0,yes
439,AD215,Visual Culture,300.0,338.0,no
440,AD217,Illustration,0.0,625.0,yes
441,AD222,Interaction Design,0.0,657.0,yes
443,NC003,Computing (Degree Award options),261.0,316.0,no
444,NC005,Human Resource Management,297.0,320.0,no
445,NC009,Business,297.0,339.0,no
446,NC010,Psychology,366.0,399.0,no
447,NC020,Marketing Practice,270.0,307.0,no
448,NC022,Accounting and Finance,338.0,376.0,no
449,NC023,Technology Management (with specialisations),260.0,303.0,no
450,NC025,Data Science,297.0,371.0,no
452,RC001,Medicine - Undergraduate Entry (HPAT required),729.0,733.0,yes
453,RC004,Physiotherapy,532.0,542.0,no
454,RC005,Pharmacy,555.0,566.0,no
455,RC101,Medicine - Graduate Entry (GAMSAT required),60.0,62.0,yes
457,TR002,Music,414.0,473.0,yes
458,TR003,History,486.0,518.0,no
459,TR004,Law,532.0,552.0,no
460,TR005,Philosophy,391.0,446.0,no
461,TR006,Psychology,555.0,577.0,no
462,TR007,Clinical Speech and Language Studies,499.0,529.0,no
463,TR009,Music Education,430.0,465.0,yes
464,TR012,History and Political Science,532.0,557.0,no
465,TR015,"Philosophy, Political Science, Economics and Sociology",566.0,577.0,no
466,TR016,Deaf Studies,337.0,372.0,no
467,TR017,Law and Business,576.0,589.0,no
468,TR018,Law and French,532.0,554.0,no
469,TR019,Law and German,523.0,555.0,no
470,TR020,Law and Political Science,567.0,600.0,no
471,TR021,"Classics, Ancient History and Archaeology",377.0,495.0,no
472,TR022,Early and Modern Irish,347.0,407.0,no
473,TR023,English Studies,463.0,511.0,no
474,TR024,European Studies,520.0,544.0,no
475,TR025,Drama and Theatre Studies,489.0,531.0,yes
476,TR028,Ancient and Medieval History and Culture,339.0,451.0,no
477,TR029,Political Science and Geography,477.0,500.0,no
478,TR031,Mathematics,566.0,589.0,no
479,TR032,Engineering,487.0,520.0,no
480,TR033,Computer Science,465.0,488.0,no
481,TR034,Management Science and Information Systems Studies,589.0,602.0,no
482,TR035,Theoretical Physics,554.0,601.0,no
483,TR038,Engineering with Management,499.0,543.0,no
484,TR039,Computer Science and Language,435.0,498.0,no
485,TR040,Middle Eastern and European Languages and Cultures,485.0,518.0,no
486,TR041,Religion,347.0,393.0,no
487,TR051,Medicine (HPAT required),730.0,739.0,yes
488,TR052,Dental Science,590.0,602.0,no
489,TR053,Physiotherapy,533.0,544.0,no
490,TR054,Occupational Therapy,500.0,520.0,no
491,TR055,Radiation Therapy,510.0,521.0,no
492,TR056,Human Health and Disease,543.0,565.0,no
493,TR060,Biological and Biomedical Sciences,510.0,542.0,no
494,TR061,Chemical Sciences,488.0,520.0,no
495,TR062,Geography and Geoscience,435.0,485.0,no
496,TR063,Physical Sciences,498.0,543.0,no
497,TR072,Pharmacy,555.0,577.0,no
498,TR080,Global Business,565.0,577.0,no
499,TR081,"Business, Economic and Social Studies (BESS)",518.0,542.0,no
500,TR082,Computer Science and Business,510.0,542.0,no
501,TR083,Sociology and Social Policy,451.0,474.0,no
502,TR084,Social Studies (Social Work),420.0,462.0,no
503,TR085,Business Studies and French,509.0,553.0,no
504,TR086,Business Studies and German,474.0,495.0,no
505,TR087,Business Studies and Russian,467.0,487.0,no
506,TR089,Business Studies and Polish,393.0,434.0,no
507,TR090,Business Studies and Spanish,510.0,543.0,no
508,TR091,General Nursing (Meath and St James`s),393.0,420.0,no
509,TR093,General Nursing (Adelaide School of Nursing),378.0,409.0,yes
510,TR095,Mental Health Nursing,358.0,377.0,no
511,TR097,Intellectual Disability Nursing,346.0,350.0,no
512,TR911,Children`s and General Nursing (Integrated),476.0,487.0,no
513,TR913,Midwifery,423.0,462.0,no
515,DN100,Architecture,473.0,509.0,no
516,DN120,Landscape Architecture,353.0,403.0,no
517,DN130,City Planning and Environmental Policy,367.0,421.0,no
518,DN150,Engineering (Common Entry),511.0,554.0,no
519,DN200,Science (options),521.0,554.0,no
520,DN201,Computer Science (Common Entry),488.0,509.0,no
521,DN230,Actuarial and Financial Studies,577.0,589.0,no
522,DN250,Agricultural Science (options),420.0,462.0,no
523,DN252,Dairy Business,398.0,428.0,no
524,DN253,Agri - Environmental Sciences,403.0,419.0,no
525,DN261,Food Science,434.0,467.0,no
526,DN262,Human Nutrition,493.0,510.0,no
527,DN271,Forestry,303.0,361.0,no
528,DN272,"Horticulture, Landscape and Sportsturf Management",252.0,312.0,no
529,DN300,Veterinary Medicine - Undergraduate Entry,567.0,589.0,yes
530,DN301,Veterinary Medicine - Graduate Entry,,0.0,yes
